AreaCode,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,OTHER_ROOMS,PARK_FACILITY,BUILDINGTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,REG_FEE,COMMIS,SALES_PRICE
5,2078,13,3,2,0,0,2,3,2,4,2.3,2.8,4.6,475144,106665,9696820
1,647,45,1,1,0,1,1,1,0,4,2,4.7,4,373407,76596,9574550
4,1171,111,1,1,1,1,3,1,0,1,4,4.8,2.2,256310,134258,6102625
5,2435,124,4,2,0,1,1,3,1,6,2.6,4,4.1,850347,364434,20246360
7,1805,29,3,2,0,1,1,1,2,5,2.6,4.7,5,643358,237027,16930470
4,1145,38,1,1,1,0,2,1,1,1,4.2,5,3.8,264492,82654,5510250
4,971,15,1,1,1,0,2,1,2,5,2.4,2.6,2.1,287342,156732,6530500
4,1657,78,2,2,0,1,3,3,1,5,3.6,2.5,3.8,507356,223237,10147125
7,1638,16,2,1,1,1,2,3,0,4,4.1,3.1,4.2,300883,116471,9705900
1,1284,141,2,2,0,1,1,2,2,5,3.4,2.1,4.3,531547,225505,16107475
1,1273,66,2,2,0,0,3,2,0,1,2.2,3.8,3.4,231002,96872,7451690
3,1185,188,1,1,1,1,2,2,1,5,3.5,3.1,3,264238,111793,10163000
6,1538,161,1,1,2,1,1,3,1,5,4.1,3.5,3.8,678193,368162,19376950
5,1929,84,3,2,0,0,3,1,2,4,4.1,2.5,3.1,447655,81392,10173980
5,1656,30,2,1,1,1,2,3,2,6,4.1,3.7,4.1,392764,163652,10910100
1,1287,9,2,2,0,1,1,3,1,3,2.6,4.3,2.3,585531,135123,15013625
6,1749,118,1,1,2,0,3,3,0,4,3.5,2.5,4.3,374829,152274,11713410
2,1585,188,1,1,2,0,1,1,0,5,2.3,4.2,2.1,469335,104297,17382790
6,1962,180,2,1,2,1,3,3,2,6,4.8,3.9,3.6,412438,222082,15862990
5,1425,106,2,1,1,0,2,3,2,5,3.8,3.4,3.8,303705,69418,8677280
4,884,11,1,1,0,1,1,3,2,3,4.8,2.7,3.8,323018,132520,8282500
3,1052,159,1,1,1,0,3,3,0,4,4.4,2,4.4,261582,103048,7926740
6,1756,12,1,1,2,0,2,3,1,5,5,5,3.5,483743,133029,12093570
4,523,148,1,1,0,1,2,1,1,6,3,4.2,4,295600,118240,7390000
7,1524,33,2,1,1,1,3,3,2,6,3.9,3.2,3.8,431078,187906,11053290
6,1949,137,2,1,2,1,3,3,0,6,3.3,2.6,2,448413,216974,14464930
3,1263,61,2,1,1,0,3,3,1,5,4.7,3.5,2.2,276562,127644,10637010
5,1917,106,3,2,0,1,2,1,2,5,2.7,4.8,3.4,342425,276149,11045960
5,1401,100,2,1,1,0,2,3,2,4,2.2,4.7,3,370510,148204,7410200
3,723,8,1,1,0,0,3,1,1,6,2.7,4.1,5,242084,77813,8645860
6,1660,156,1,1,2,0,1,3,2,4,4,3.1,4.5,551420,249028,17787740
3,895,191,1,1,1,1,2,2,1,4,3.9,4,3.5,255443,93662,8514750
2,1889,160,2,1,2,1,2,2,1,6,3.5,2.4,2.4,387549,83046,13841050
3,1199,187,1,1,1,0,3,3,2,4,2.5,2,4.9,229015,27482,9160580
4,782,95,1,1,0,1,1,1,0,3,3.8,3.8,3.4,319575,132507,7794500
2,1571,124,1,1,2,1,3,3,2,5,3.9,2.5,4.8,388396,64733,12946530
5,1848,178,3,2,0,1,1,3,2,5,3.8,2.3,2.8,540032,381199,15883280
3,1131,64,1,1,1,1,3,3,0,5,4.6,4.7,3.2,292600,121076,10089670
4,1062,15,1,1,1,1,2,1,0,1,4.3,2.1,4.9,170744,112051,5335750
5,1983,148,3,2,0,1,2,1,2,6,2.3,4.3,2.1,485075,254664,12126880
7,1572,1,2,1,1,0,2,3,1,2,2,4.3,2.4,285791,65324,8165450
2,1535,149,1,1,2,0,3,2,1,4,3.6,3.1,4.3,298603,206725,11484740
6,1818,193,2,1,2,1,1,3,1,6,4.2,2.3,3.9,682767,154173,22024740
5,1484,54,2,1,1,1,3,3,1,4,3.4,2.5,4.2,302902,224733,9771020
5,2189,60,3,2,0,0,3,3,1,4,4.9,4.5,2.7,470803,253509,12071880
3,1203,171,2,1,1,0,1,1,0,5,2.6,4.8,3,426543,219734,12925550
5,1610,140,2,1,1,1,1,1,1,6,2.9,2.2,4.6,677049,292362,15387480
1,863,26,1,1,1,1,2,3,2,1,3.1,3.7,3.1,199110,59733,6637005
4,985,61,1,1,1,0,3,1,1,5,2.2,4.4,2.3,238300,59575,7446875
4,1623,47,2,2,0,0,1,1,2,4,4.6,2.7,4.2,489657,291463,11658500
1,1019,153,1,1,1,0,2,2,1,2,3.7,3.5,3.4,213230,26654,6663435
4,1575,4,2,2,0,1,2,3,2,6,3.6,3.1,4.3,455136,227568,9894250
3,802,161,1,1,1,0,3,3,0,6,3.4,4.2,3.6,262960,47811,7968490
6,1846,190,2,1,2,0,3,3,0,4,2.8,2,5,446535,173653,12403760
3,759,131,1,1,0,0,3,1,2,5,4,4.7,3,252628,57045,8149280
5,2060,159,3,2,0,0,1,3,2,5,3.1,3.6,4.5,704554,352277,16012600
5,1503,183,2,1,1,1,3,3,1,6,4.3,4.5,3.2,478205,244663,11121040
7,1853,17,3,2,0,1,2,3,0,5,4.2,4.1,2.6,302791,75698,9462230
6,1739,16,1,1,2,1,1,3,2,5,4.5,4.9,4,675760,286686,20477590
4,766,38,1,1,0,1,1,3,2,6,4.8,2.2,2,271421,105066,8755500
3,857,27,1,1,1,1,3,1,0,5,3,2.4,4.8,279562,127074,8471590
6,1887,108,2,1,2,0,2,2,1,6,3,4.4,2.3,325601,234433,13024030
4,1502,98,2,2,0,0,2,3,0,6,2.2,2.2,2.4,361471,147875,8215250
7,1568,109,2,1,1,0,3,3,0,1,3.4,2.3,4.1,235388,114513,6361850
3,918,190,1,1,1,0,1,3,0,6,3.6,2.7,4.2,327879,32788,10929300
1,1289,70,2,2,0,0,1,1,1,4,3.2,3.9,2.3,512208,87807,14634500
5,1941,34,3,2,0,0,3,3,1,6,3.7,3.7,3.2,550279,220112,12228420
7,1730,146,2,1,1,1,3,3,0,5,2,4.7,2.6,409282,157416,10494410
7,1513,128,2,1,1,1,1,2,1,1,2.6,3,4.7,494026,86454,12350640
7,1762,142,2,1,1,1,2,3,0,4,2.7,2.1,4.8,308417,63498,9071080
2,1970,65,2,1,2,1,2,1,0,4,2.9,4.8,3.4,361076,112058,12450910
7,1702,129,2,1,1,0,1,3,0,3,4.4,2.3,2.3,476800,207836,12225650
7,1726,19,2,1,1,0,2,3,0,2,2.6,3,3.4,217748,122484,6804640
3,1243,164,2,1,1,1,1,3,1,5,2.7,3.5,4.1,433864,108466,15495150
7,1550,53,2,1,1,1,1,2,1,1,3.5,2.1,3.4,435984,236677,12456680
5,1830,123,3,2,0,1,1,1,1,4,3.2,2,3.4,636179,342558,16312280
4,1435,76,2,2,0,1,2,3,1,6,3.4,3.8,4.8,341364,195065,9753250
7,1729,105,2,1,1,1,3,2,2,4,4.4,4.8,2,350782,116927,10629750
6,1572,113,1,1,2,1,1,1,1,6,2.9,2.7,4.5,807919,207159,20715860
3,1145,74,1,1,1,1,1,3,1,4,4.3,2.7,2.5,386024,185864,14297200
3,1043,143,1,1,1,1,3,2,0,4,3.9,3.7,2.7,224570,66539,8317410
4,1332,137,1,1,1,0,3,3,2,6,3.5,3.4,4.2,346983,140446,8261500
4,608,41,1,1,0,1,1,2,0,3,4.5,3.9,2.5,229631,99300,6206250
1,676,67,1,1,0,1,1,3,0,3,3.2,2.4,2.1,319218,16801,8400465
7,1685,175,2,1,1,1,3,3,1,4,3.9,3.8,5,355338,177669,11104320
1,658,175,1,1,0,0,3,3,1,2,3.6,4.9,3.2,237272,36503,6083885
3,1008,99,1,1,1,0,3,3,2,5,5,4.4,3.9,247412,106034,8836160
2,1924,36,2,1,2,0,3,2,0,6,3,2,5,463081,95340,13620040
5,2112,77,3,2,0,0,1,3,1,4,2.8,3,2.1,804310,351886,16756460
3,917,177,1,1,1,1,1,3,1,4,2.8,2.8,4.4,321029,95120,11889950
4,1353,20,2,2,0,1,3,2,0,5,3.7,2.3,2.5,291512,77165,8573875
2,1694,161,1,1,2,1,3,1,2,5,4.4,2.9,3.6,548144,154605,14054970
2,1625,192,1,1,2,1,1,1,0,4,4.3,5,4.3,696012,128213,18316110
2,1882,45,2,1,2,1,3,1,0,5,2.2,3.6,4.5,590474,221428,14761860
6,1924,80,2,1,2,1,1,1,0,6,2.9,2.5,2.5,575205,287602,22123260
3,894,89,1,1,1,0,1,3,0,6,2.9,4.6,2.6,337354,97942,10882400
4,904,82,1,1,1,1,3,3,0,5,2.4,4.2,3.4,260794,89219,6863000
1,1279,190,2,2,0,0,2,3,1,4,4,3,5,362338,137101,9792910
7,1547,23,2,1,1,0,3,2,1,6,4.9,3.5,2.5,343080,201812,10090590
4,626,193,1,1,0,0,2,1,2,4,4.2,3.4,3.7,248565,45655,5072750
6,1673,32,1,1,2,0,3,3,0,6,4.8,4.4,3.1,389002,194501,12156320
3,1296,65,2,1,1,1,3,3,1,4,4.4,3.6,2.5,354454,85928,10741020
5,2194,73,3,2,0,0,1,3,1,4,2.8,3.7,4.2,722637,201666,16805520
5,1678,200,2,1,1,0,1,3,2,5,4.2,3.4,3,475514,271722,13586120
3,702,190,1,1,0,1,2,2,0,6,2,2.6,3,216575,136362,8021300
1,1067,55,1,1,1,1,2,2,0,4,2.4,3.8,3.5,270654,63683,7960405
3,980,90,1,1,1,1,1,3,2,4,4.3,3.2,2.1,308031,189558,11847350
5,1989,185,3,2,0,1,2,3,2,6,2.7,3.3,2.7,407510,191770,11985600
3,1257,163,2,1,1,0,1,3,2,5,4.7,2.5,5,413654,110308,13788450
3,1069,55,1,1,1,1,3,1,1,4,2.5,4.6,4.9,302408,110883,10080280
4,606,86,1,1,0,0,1,3,0,5,2.6,4.4,3.8,262590,85342,6564750
4,1449,49,2,2,0,1,2,3,1,5,3.1,2.3,4.6,354460,203815,8861500
4,1154,170,1,1,1,0,2,3,2,6,3.5,4.7,5,236400,70920,7880000
1,927,72,1,1,1,0,1,3,1,6,4.7,5,2.6,469267,63414,12682895
4,1613,151,2,2,0,1,3,2,1,5,4.8,4.4,4.6,335598,183053,10169625
7,1851,106,3,2,0,1,2,1,1,6,4.9,4.5,2.5,442487,95673,11959100
7,1511,128,2,1,1,0,1,3,0,2,2.2,3.2,2.7,405284,166270,10391900
5,1765,6,2,1,1,0,3,3,2,4,2.6,5,3.7,345539,177439,9338880
4,1238,63,1,1,1,1,1,2,0,6,4.9,2.1,4,430531,283244,11329750
3,934,3,1,1,1,1,2,2,1,4,5,3.3,2.7,211726,118567,8469050
3,754,92,1,1,0,1,2,3,2,5,4.2,3.5,2.1,238880,107881,7705800
6,1736,60,1,1,2,1,3,1,2,5,2.2,2.4,3,365487,182743,14057180
3,980,18,1,1,1,1,2,3,1,4,3.1,4.7,3.9,284510,43108,8621500
4,1299,114,1,1,1,0,1,3,2,3,3,4.7,2.4,336186,177432,9338500
4,849,118,1,1,0,0,3,3,2,4,3.2,2.3,4,204080,90702,5668875
5,1450,169,2,1,1,1,3,1,2,4,3.8,4.4,2.4,431738,251011,10040420
6,1634,11,1,1,2,1,2,3,2,6,4.8,3.3,2.6,432829,190954,12730270
4,1320,57,1,1,1,1,1,3,2,3,2.8,2.7,4.5,332145,177144,11071500
3,769,69,1,1,0,1,2,2,0,4,2.5,2.6,3,203326,36308,7261650
4,1150,32,1,1,1,1,2,3,1,3,2.9,3.8,3,223424,69820,6982000
3,908,39,1,1,1,0,3,1,2,4,4.7,2,4.3,188674,37735,7546960
4,1668,141,2,2,0,1,1,2,1,4,3.3,2.7,3.5,423166,218408,13650500
5,1990,149,3,2,0,0,2,3,1,4,5,2.2,4.5,351520,117173,10652120
2,1857,28,2,1,2,0,3,3,1,4,3.6,4.4,4.5,454873,66893,13378610
5,2061,115,3,2,0,1,1,3,1,5,2.5,2.4,2.2,725167,397115,17265880
5,1668,14,2,1,1,0,2,1,1,5,4.7,4.9,3,492186,231026,10044620
5,1444,198,2,1,1,0,2,1,1,5,3.9,5,3.3,347841,173921,9153720
3,1121,106,1,1,1,1,3,3,2,4,2.4,4.7,2.6,245417,54537,9089520
5,1514,4,2,1,1,1,2,3,2,4,5,4.1,3.5,326724,154286,9075660
3,1256,34,2,1,1,1,2,1,0,5,2.5,2,4.4,318650,139409,9957800
4,672,103,1,1,0,1,3,3,0,4,3.9,3.1,5,232210,127716,5805250
1,908,112,1,1,1,1,1,1,1,5,4.9,4.6,2.8,405702,157046,13087155
4,1631,22,2,2,0,1,2,2,2,5,4.5,2.6,4.3,428444,149024,9314000
1,1001,58,1,1,1,1,3,1,1,5,3.8,3.5,2.7,410816,126405,10533755
7,1618,8,2,1,1,0,1,1,2,1,4.2,4.5,3.7,458492,91698,11462310
5,2340,129,4,2,0,1,3,3,2,4,3.7,3,4.6,569721,284860,12948200
4,1159,121,1,1,1,0,3,3,0,4,2.1,4.5,4.4,295182,67646,6149625
7,1775,43,2,1,1,1,3,1,2,4,3.5,4.8,4.5,430232,165474,11031600
3,1008,30,1,1,1,0,1,3,1,6,3.7,2,3.2,317826,152557,12713050
7,1563,57,2,1,1,1,1,1,2,6,4.1,4.7,2.7,563931,156647,15664740
5,1723,35,2,1,1,1,2,1,1,5,2.3,2.7,5,518214,247841,11265520
7,1543,55,2,1,1,0,1,2,0,6,3.8,4.5,2.2,425726,206413,12900790
3,1231,161,2,1,1,0,3,2,1,5,4.4,2,3.2,287600,143800,10271420
6,1995,111,2,1,2,0,3,3,2,5,3.9,3.5,3.2,396336,113239,14154840
5,2113,28,3,2,0,0,3,3,2,6,4.4,4.4,2.9,535058,304011,12160420
6,1849,93,2,1,2,1,1,3,1,6,2.3,3.3,3.1,817115,375431,22084180
3,1095,144,1,1,1,1,3,3,2,4,5,4.9,2.8,308554,139347,9953350
4,1057,187,1,1,1,0,1,3,2,4,3.8,3.5,4.2,307598,175770,8788500
4,841,187,1,1,0,1,2,3,1,3,4.1,2.5,3.8,194254,100260,6266250
1,693,80,1,1,0,1,2,2,1,2,3,3.3,4.6,268301,75675,6879510
2,1666,173,1,1,2,0,2,1,1,5,4.2,3.8,3.6,383721,71948,11991280
6,1517,131,1,1,2,1,1,1,1,6,4,4.4,3.6,653989,217996,19817860
2,1854,72,2,1,2,0,1,1,1,4,4.1,2.7,2.2,553458,237196,19766360
1,789,117,1,1,0,0,1,1,2,1,4.5,4.1,2.4,315825,113373,8098070
3,760,24,1,1,0,1,2,2,2,5,3.7,3.8,4,223398,41370,8274000
3,1137,29,1,1,1,0,3,1,2,4,4.7,2.2,4.8,276289,53475,8912540
2,1687,6,1,1,2,1,1,2,1,4,3.9,3.6,3.9,725563,196098,19609810
4,984,183,1,1,1,1,2,3,0,2,2.7,2.7,4.7,192267,48067,5340750
4,1662,154,2,2,0,0,1,1,1,4,2.3,4.2,4.4,628450,128255,12825500
1,1065,75,1,1,1,0,3,3,2,3,4.9,5,3.5,339978,69739,8717385
5,1621,101,2,1,1,0,3,3,2,6,3.6,4.7,2.4,446769,129067,9928200
3,703,60,1,1,0,1,3,3,0,6,2,4.2,4.5,255188,57623,8231860
3,1221,62,2,1,1,0,3,3,1,5,2.1,2.5,4,324498,167166,9833270
5,1577,22,2,1,1,0,1,3,1,4,4.5,2,3.4,517819,172606,13277420
3,989,193,1,1,1,1,3,3,2,6,4.2,4,2.7,350260,74298,10613930
5,1368,6,2,1,1,1,3,1,1,5,3.3,4,4.4,453664,259236,10801520
5,2365,128,4,2,0,1,1,3,2,5,2.9,3.3,3.2,726866,149101,18637600
2,1525,119,1,1,2,0,1,1,2,5,4.2,3.9,5,526998,245932,17566590
1,1180,63,1,1,1,1,2,3,2,3,2.5,3.2,3.1,347711,122169,9397585
4,1122,58,1,1,1,0,3,3,1,3,3.4,5,4,248013,82671,6889250
2,1775,152,1,1,2,1,1,1,2,4,2.7,4,2.6,565848,331704,19512010
2,1877,47,2,1,2,0,3,1,0,5,4.5,2.9,2.5,418064,156774,13064510
3,760,127,1,1,0,0,2,1,1,6,4.1,2.9,2.8,209669,50321,8386750
5,2297,51,4,2,0,0,3,1,2,4,3.8,3.4,2.9,370230,231394,11569680
4,787,43,1,1,0,1,3,3,1,5,4.2,2.9,4.1,383443,117381,7825375
5,2317,37,4,2,0,0,2,3,2,4,5,4.6,2.2,462095,262554,10502160
4,749,187,1,1,0,1,2,3,1,2,3.4,3.8,3,232584,47574,5286000
7,1616,188,2,1,1,0,2,3,2,6,4.4,3.7,2.6,313415,195885,9794230
1,1284,199,2,2,0,1,2,3,2,4,2.3,2.4,2.4,336110,148284,9885575
3,756,176,1,1,0,1,1,2,0,6,3.1,4.4,2.2,314343,104781,10478100
3,1238,132,2,1,1,0,2,2,2,6,3.3,4.1,2.6,299069,65421,9345900
3,1236,41,2,1,1,1,2,3,2,4,3.6,2.7,4.3,307364,111769,9314050
6,1664,108,1,1,2,0,3,1,2,6,2.3,4.3,4.4,516824,119267,13251910
2,1537,37,1,1,2,0,1,3,2,6,3.6,4.2,3.4,476629,293310,18331880
7,1731,184,2,1,1,0,1,3,2,4,2.4,4.2,4.3,539147,242616,13478680
3,929,39,1,1,1,1,2,3,2,4,3.1,4.5,3.4,293944,35630,8907400
3,786,21,1,1,0,0,2,2,1,6,3,4,3.1,212831,122787,8185800
4,1370,178,2,2,0,1,3,3,2,4,3.6,2.6,5,401511,146004,9125250
4,1685,58,2,2,0,0,2,3,1,2,3.8,4.8,2.1,290756,166146,6922750
6,1549,77,1,1,2,0,2,3,2,6,4.8,3.1,4.8,461079,97069,12133650
2,1539,107,1,1,2,1,1,2,2,4,3.1,3.8,2.4,709816,91002,18200410
2,1898,111,2,1,2,0,3,3,0,6,4.4,2.5,3.2,337128,94396,13485130
3,918,131,1,1,1,1,1,3,2,4,4.9,4.1,2.2,376402,70575,11762550
3,774,50,1,1,0,1,3,1,2,6,2.9,3.9,5,227610,63731,9104380
3,1072,36,1,1,1,0,1,1,1,4,4.5,2.5,3.7,370014,47744,11935950
3,1239,59,2,1,1,1,3,2,1,4,3.3,3.4,4.5,282909,65287,10881130
5,1362,96,2,1,1,0,1,3,1,4,2.5,3.9,3.8,376549,230788,12146740
6,1785,128,1,1,2,1,3,3,1,5,3.3,2.4,2.2,437999,169548,14128990
5,2181,104,3,2,0,1,2,3,1,5,4.2,4.5,2.6,354642,118214,11821400
5,2033,99,3,2,0,1,3,3,2,6,3.2,4.1,4.1,438509,162875,12528840
1,952,167,1,1,1,0,1,3,1,2,3.5,4.7,4.1,422082,158281,10552045
3,1066,176,1,1,1,0,1,1,0,6,4.9,3.6,2.5,409401,62031,12406100
3,1153,58,1,1,1,1,1,1,2,6,2,4.4,2.6,460074,230037,14377300
7,1849,190,3,2,0,1,2,2,0,4,4.6,4,3.2,322572,123336,9487400
4,1095,190,1,1,1,1,2,2,0,3,2.7,3,2.7,246263,65670,5472500
1,1100,135,1,1,1,1,3,1,0,6,4.9,2.7,3.4,369104,10253,10252895
1,1300,72,2,2,0,0,2,1,1,6,2.2,2.3,3.8,439572,65936,10989305
6,1806,12,2,1,2,0,2,1,2,4,4,2.2,4.2,426177,153897,11838240
2,1897,167,2,1,2,0,2,3,2,5,2.8,3.2,2.9,492338,164113,12624040
3,1121,158,1,1,1,0,2,1,1,4,2.2,3.6,4,215489,132609,8288050
1,985,50,1,1,1,0,1,3,2,5,4.5,2.9,4,392828,71423,11903865
7,1782,13,2,1,1,1,3,1,1,2,2.1,2.2,2.7,308222,154111,10274050
2,1582,198,1,1,2,0,1,2,2,4,2.1,2.4,3.9,434969,121791,17398770
3,1225,72,2,1,1,1,2,3,0,5,2.6,4.3,5,300096,48403,9680500
5,1727,25,2,1,1,1,2,3,1,6,5,4.8,3.6,379362,118551,11855060
7,1712,29,2,1,1,1,1,2,2,5,3.1,3.4,4.1,618119,110944,15849210
1,1089,82,1,1,1,1,3,3,0,3,2.8,5,3.7,326257,85857,8585715
7,1532,80,2,1,1,0,1,2,2,3,4.9,2.8,2.2,423724,229040,11452010
5,1301,103,1,1,1,1,3,1,1,4,2,2.8,3.7,348318,232212,9675500
1,812,180,1,1,1,0,3,1,0,3,2,2.6,2.8,251434,50287,6285850
3,863,113,1,1,1,0,2,1,1,5,5,2.3,2.7,242226,125020,7813750
7,1686,78,2,1,1,1,2,3,0,6,2.3,2.1,5,312940,100948,10094840
4,1332,146,1,1,1,0,1,3,2,6,4.6,2.7,4.3,449430,235951,11235750
3,969,184,1,1,1,1,1,1,1,6,2.4,2.6,2.5,420241,149118,13556150
1,1300,77,2,2,0,0,2,3,2,4,3.6,3.3,3.1,333885,135359,9023925
4,593,101,1,1,0,1,3,2,1,1,2.2,4.6,2,175082,87541,4863375
3,809,56,1,1,1,0,2,3,2,4,4,2.9,4,201847,110690,6511200
4,1105,138,1,1,1,1,3,3,0,4,4,4.2,3.9,345512,90134,7511125
4,542,178,1,1,0,0,3,3,2,1,4.8,3.8,4.9,126567,48216,3013500
4,1608,10,2,2,0,0,2,2,1,6,3.3,2.4,3.4,388238,138656,9243750
5,2271,168,4,2,0,0,1,3,1,4,2.3,3.9,2.4,644646,296189,17422860
5,1915,31,3,2,0,0,2,1,1,4,3.7,4,3.1,327268,198344,9917200
5,2152,69,3,2,0,0,1,3,2,6,4,2.3,4.6,707062,168348,16834800
1,1068,167,1,1,1,0,3,3,2,2,3.8,3.1,4.2,288302,7587,7586885
7,1810,197,3,2,0,0,2,1,2,4,4.4,4.7,3.3,347398,142522,8907630
7,1939,149,3,2,0,1,3,3,0,1,4.8,3.7,2.1,380773,199906,9519320
2,1905,6,2,1,2,0,1,2,0,6,3.8,3.4,3.4,555981,123551,20591900
3,1057,33,1,1,1,1,2,1,0,4,3.3,3.2,4.7,235229,121670,8111350
7,1920,84,3,2,0,1,1,3,2,5,3.6,3.6,3.3,576972,263759,16484920
6,1577,111,1,1,2,0,2,3,1,5,4.1,4.5,2,383765,179890,11992650
4,787,37,1,1,0,1,3,2,2,2,3.9,2.3,4,210265,73593,5256625
6,1916,129,2,1,2,1,2,2,1,6,3.5,4,4.3,500318,103007,14715230
5,1527,107,2,1,1,1,3,1,2,6,2.9,3.1,4,411516,119123,10829380
3,1248,77,2,1,1,0,2,1,1,5,4.7,2.3,5,311904,97470,9747000
7,1555,120,2,1,1,0,2,3,1,5,3.9,4,4.8,306689,113913,8762530
5,2323,101,4,2,0,0,1,1,2,4,4.4,3.5,3.7,858938,315528,17529340
3,961,31,1,1,1,1,2,1,2,5,4.8,4.7,2.4,229958,73586,9198300
3,849,22,1,1,1,0,3,3,2,6,3,2.8,4.8,264701,79410,8823380
7,1938,70,3,2,0,1,1,1,1,1,2.2,4.5,2,474850,122542,15317750
3,1147,31,1,1,1,0,3,1,1,6,2.9,2.6,3.1,335029,131981,10152390
2,1976,82,2,1,2,1,1,3,1,5,2.5,2.4,2.8,662045,342437,22829130
4,973,51,1,1,1,0,3,2,2,5,4.1,2.4,3.9,295792,151335,6878875
5,1472,106,2,1,1,1,3,1,1,6,2.5,4.9,4.7,414251,276168,11506980
2,1689,48,1,1,2,0,3,1,2,6,3.2,2.5,3.1,349824,148003,13454780
4,1208,83,1,1,1,1,1,1,2,6,2.6,4.3,3.3,433728,192768,12048000
1,1268,185,2,2,0,0,3,1,0,6,2.7,3.7,3.9,344625,150773,10769525
6,1640,26,1,1,2,0,2,3,0,4,3.6,3.3,3.8,413713,82743,10342830
1,635,186,1,1,0,1,2,3,0,2,4.5,4.2,4.3,223890,72764,5597240
7,1996,38,3,2,0,1,2,3,1,4,2,4.6,4.2,361850,203541,11307820
5,2404,28,4,2,0,0,2,1,2,4,4.5,3.5,3.7,331219,220812,11040620
7,1675,43,2,1,1,1,1,1,0,3,4.6,4.2,2.1,488057,237433,13190720
3,797,183,1,1,0,0,3,3,0,5,3.4,4.5,4.1,186183,78770,7160890
4,1256,67,1,1,1,0,3,2,2,2,2.5,5,3.3,259578,67716,5643000
6,1938,24,2,1,2,1,1,2,1,4,2.8,4.2,3.1,820722,421452,22181670
3,757,99,1,1,0,1,1,1,2,6,2.5,3.3,3,376718,159820,11415700
4,520,130,1,1,0,0,2,2,2,5,3.7,4.2,3.9,193960,82433,4849000
4,878,82,1,1,0,1,1,3,1,6,2.1,4.4,3.1,436265,166196,10387250
1,927,29,1,1,1,1,1,2,1,1,4.8,2.8,3.1,326687,163344,10889570
7,1751,18,2,1,1,1,2,1,2,5,4.7,2,3.3,362551,165738,10358610
3,764,36,1,1,0,0,3,3,1,6,3.9,4.8,4.2,237333,135619,8476180
7,1674,2,2,1,1,0,1,1,0,3,3.7,4.6,4.7,484627,248863,13098030
7,1681,8,2,1,1,1,2,2,1,5,2.6,2.1,3.7,415148,202252,10644830
2,1976,65,2,1,2,0,1,3,2,5,4.1,4.8,2.1,751564,322099,21473270
2,1505,79,1,1,2,0,2,2,0,4,3.7,2.1,3.7,240761,144456,9630420
4,888,165,1,1,0,0,2,1,2,5,3.1,3.4,2,244274,96424,6428250
7,1680,24,2,1,1,1,2,2,0,1,3.3,4.4,2.5,259637,59346,7418190
4,631,62,1,1,0,1,3,3,1,4,2.2,2.3,2.9,287909,65434,6543375
3,1227,151,2,1,1,1,2,3,2,6,3.8,3.2,4.8,269684,53937,10787350
4,1124,60,1,1,1,1,3,2,2,5,2.1,2.5,3.9,320917,86100,7827250
2,1962,84,2,1,2,1,1,2,2,6,5,2.9,3.2,740832,112247,22449450
3,1261,157,2,1,1,0,3,3,2,5,2.5,3.9,3.3,320713,77749,9718570
3,1164,63,1,1,1,0,1,3,2,6,3.3,4.7,3.4,331775,66355,13271000
5,1313,169,1,1,1,1,2,1,1,4,4.3,4.3,2.6,470726,188290,9414520
6,1723,24,1,1,2,1,1,1,0,5,4.7,2.5,4.4,557470,238916,19909630
1,1144,128,1,1,1,1,1,3,1,5,4.2,2.7,4.4,537345,119410,14926255
7,1740,83,2,1,1,1,1,1,2,6,4.7,2.8,4,504099,252050,16803310
3,1163,3,1,1,1,1,3,3,2,6,4.8,3.4,2.1,335090,104716,10471560
3,708,87,1,1,0,0,2,3,1,6,2.1,4.1,2.4,240123,131680,7745900
7,1855,50,3,2,0,0,2,1,2,2,4.8,4.7,3.3,250920,121658,7603630
4,563,87,1,1,0,0,1,1,2,6,4.9,3,3.8,256176,149436,7116000
2,1768,74,1,1,2,1,3,3,2,6,4.4,2.3,2.1,368481,250567,14739250
4,943,191,1,1,1,1,2,3,2,2,4.1,3,4.7,289800,133308,5796000
3,931,58,1,1,1,0,2,3,0,6,2.8,2,3.6,233145,127854,7520800
3,1127,190,1,1,1,1,2,3,2,5,4.5,4.7,2.1,291054,126123,9701800
5,1629,113,2,1,1,0,1,1,2,6,4.3,4.9,4.3,510947,127737,14192960
2,1656,56,1,1,2,1,3,3,1,6,3.9,2.4,4.1,447611,283487,14920370
6,1676,127,1,1,2,1,2,1,2,5,3.1,3.1,3.8,362910,207377,12961070
3,856,133,1,1,1,0,2,3,1,5,4.8,4.2,4,253929,122869,8191250
7,1663,1,2,1,1,1,1,1,0,4,3.6,2.9,2.2,543322,132159,14684370
2,1905,182,2,1,2,1,2,2,2,4,3.5,2.8,2.6,447194,65764,13152750
4,861,195,1,1,0,1,3,3,2,5,4.7,4.3,4.3,329825,173158,8245625
3,1183,105,1,1,1,1,3,3,2,4,3.7,4,2.8,269562,96272,9627210
4,1352,171,2,2,0,1,1,3,1,3,3.8,4,4.2,415616,164059,10937250
2,1510,196,1,1,2,0,3,3,2,4,4.1,4.6,3,406091,175607,10975430
3,987,163,1,1,1,1,3,3,2,6,2.9,3,2,259049,29890,9963440
